Info 0    [09:38:51.026] Starting TS Server
Info 312  [09:42:25.087] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 313  [09:42:25.092] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 4.826124906539917ms
Info 314  [09:42:25.092] Different program with same set of files
Info 315  [09:42:25.639] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 316  [09:42:25.644] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 5.228125095367432ms
Info 317  [09:42:25.644] Different program with same set of files
Info 318  [09:42:25.645] getCompletionData: Get current token: 0.009334087371826172
Info 319  [09:42:25.645] getCompletionData: Is inside comment: 0.01791691780090332
Info 320  [09:42:25.645] getCompletionData: Get previous token: 0.017082929611206055
Info 321  [09:42:25.645] getCompletionsAtPosition: isCompletionListBlocker: 0.38716602325439453
Info 322  [09:42:25.651] getExportInfoMap: cache miss or empty; calculating new results
Info 323  [09:42:25.652] getExportInfoMap: done in 0.7618749141693115 ms
Info 324  [09:42:25.652] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 325  [09:42:25.652] collectAutoImports: response is complete
Info 326  [09:42:25.652] collectAutoImports: 0.038249969482421875
Info 327  [09:42:25.652] getCompletionData: Semantic work: 6.389250040054321
Info 328  [09:42:25.661] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.300874948501587
Info 329  [09:42:25.665] getCompletionData: Get current token: 0.004499912261962891
Info 330  [09:42:25.665] getCompletionData: Is inside comment: 0.007040977478027344
Info 331  [09:42:25.665] getCompletionData: Get previous token: 0.005833148956298828
Info 332  [09:42:25.665] getCompletionsAtPosition: isCompletionListBlocker: 0.008749961853027344
Info 333  [09:42:25.666] getExportInfoMap: cache miss or empty; calculating new results
Info 334  [09:42:25.666] getExportInfoMap: done in 0.15337514877319336 ms
Info 335  [09:42:25.666] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 336  [09:42:25.666] collectAutoImports: response is complete
Info 337  [09:42:25.666] collectAutoImports: 0.015000104904174805
Info 338  [09:42:25.666] getCompletionData: Semantic work: 1.2705421447753906
Info 339  [09:42:25.673] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.0748748779296875
Info 340  [09:42:25.675] getCompletionData: Get current token: 0.0034170150756835938
Info 341  [09:42:25.675] getCompletionData: Is inside comment: 0.0067920684814453125
Info 342  [09:42:25.675] getCompletionData: Get previous token: 0.005666017532348633
Info 343  [09:42:25.675] getCompletionsAtPosition: isCompletionListBlocker: 0.011167049407958984
Info 344  [09:42:25.679] getExportInfoMap: cache miss or empty; calculating new results
Info 345  [09:42:25.679] getExportInfoMap: done in 0.21662497520446777 ms
Info 346  [09:42:25.679] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 347  [09:42:25.679] collectAutoImports: response is complete
Info 348  [09:42:25.679] collectAutoImports: 0.017874956130981445
Info 349  [09:42:25.679] getCompletionData: Semantic work: 4.091333866119385
Info 350  [09:42:25.686] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.998167037963867
Info 351  [09:42:25.688] getCompletionData: Get current token: 0.0038747787475585938
Info 352  [09:42:25.688] getCompletionData: Is inside comment: 0.007082939147949219
Info 353  [09:42:25.688] getCompletionData: Get previous token: 0.0054171085357666016
Info 354  [09:42:25.688] getCompletionsAtPosition: isCompletionListBlocker: 0.01704096794128418
Info 355  [09:42:25.690] getExportInfoMap: cache miss or empty; calculating new results
Info 356  [09:42:25.690] getExportInfoMap: done in 0.1796250343322754 ms
Info 357  [09:42:25.690] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 358  [09:42:25.690] collectAutoImports: response is complete
Info 359  [09:42:25.690] collectAutoImports: 0.015582799911499023
Info 360  [09:42:25.690] getCompletionData: Semantic work: 1.4510829448699951
Info 361  [09:42:25.692] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.5357911586761475
Info 362  [09:42:25.702] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 363  [09:42:25.704] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 1.6248340606689453ms
Info 364  [09:42:25.704] Different program with same set of files
Info 365  [09:42:27.599] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 366  [09:42:27.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 8.261167049407959ms
Info 367  [09:42:27.607] Different program with same set of files
Info 368  [09:42:27.608] getCompletionData: Get current token: 0.024958133697509766
Info 369  [09:42:27.608] getCompletionData: Is inside comment: 0.02433300018310547
Info 370  [09:42:27.608] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 371  [09:42:27.614] getCompletionData: Get current token: 0.015916824340820312
Info 372  [09:42:27.614] getCompletionData: Is inside comment: 0.024415969848632812
Info 373  [09:42:27.614] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 374  [09:42:27.615] getCompletionData: Get current token: 0.008375167846679688
Info 375  [09:42:27.615] getCompletionData: Is inside comment: 0.02091693878173828
Info 376  [09:42:27.615] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 377  [09:42:27.615] getCompletionData: Get current token: 0.008083105087280273
Info 378  [09:42:27.615] getCompletionData: Is inside comment: 0.019500017166137695
Info 379  [09:42:27.615] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 380  [09:42:28.270] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 381  [09:42:28.283] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 12.438125133514404ms
Info 382  [09:42:28.283] Different program with same set of files
Info 383  [09:42:28.283] getCompletionData: Get current token: 0.009834051132202148
Info 384  [09:42:28.283] getCompletionData: Is inside comment: 0.02720785140991211
Info 385  [09:42:28.283] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 386  [09:42:28.287] getCompletionData: Get current token: 0.009958028793334961
Info 387  [09:42:28.287] getCompletionData: Is inside comment: 0.023542165756225586
Info 388  [09:42:28.287] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 389  [09:42:28.289] getCompletionData: Get current token: 0.01112508773803711
Info 390  [09:42:28.289] getCompletionData: Is inside comment: 0.024250030517578125
Info 391  [09:42:28.289] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 392  [09:42:28.291] getCompletionData: Get current token: 0.007417201995849609
Info 393  [09:42:28.291] getCompletionData: Is inside comment: 0.017583131790161133
Info 394  [09:42:28.291] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 395  [09:42:29.592] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 396  [09:42:29.600] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 7.281291961669922ms
Info 397  [09:42:29.600] Different program with same set of files
Info 398  [09:42:30.147] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 399  [09:42:30.155] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 7.671291828155518ms
Info 400  [09:42:30.155] Different program with same set of files
Info 401  [09:42:30.156] getCompletionData: Get current token: 0.015000104904174805
Info 402  [09:42:30.156] getCompletionData: Is inside comment: 0.03554201126098633
Info 403  [09:42:30.156] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 404  [09:42:30.159] getCompletionData: Get current token: 0.010041952133178711
Info 405  [09:42:30.159] getCompletionData: Is inside comment: 0.027374982833862305
Info 406  [09:42:30.159] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 407  [09:42:30.162] getCompletionData: Get current token: 0.009124994277954102
Info 408  [09:42:30.162] getCompletionData: Is inside comment: 0.022500038146972656
Info 409  [09:42:30.162] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 410  [09:42:30.162] getCompletionData: Get current token: 0.007667064666748047
Info 411  [09:42:30.162] getCompletionData: Is inside comment: 0.019875049591064453
Info 412  [09:42:30.162] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 413  [09:42:30.812] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 414  [09:42:30.821] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false structureIsReused:: Completely Elapsed: 8.165125131607056ms
Info 415  [09:42:30.821] Different program with same set of files
Info 416  [09:42:30.822] getCompletionData: Get current token: 0.015707969665527344
Info 417  [09:42:30.822] getCompletionData: Is inside comment: 0.03575015068054199
Info 418  [09:42:30.822] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 419  [09:42:30.828] getCompletionData: Get current token: 0.010250091552734375
Info 420  [09:42:30.828] getCompletionData: Is inside comment: 0.023542165756225586
Info 421  [09:42:30.828] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 422  [09:42:30.829] getCompletionData: Get current token: 0.010334014892578125
Info 423  [09:42:30.829] getCompletionData: Is inside comment: 0.023999929428100586
Info 424  [09:42:30.829] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 425  [09:42:30.831] getCompletionData: Get current token: 0.008042097091674805
Info 426  [09:42:30.831] getCompletionData: Is inside comment: 0.021457910537719727
Info 427  [09:42:30.831] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 428  [09:42:31.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 429  [09:42:31.561] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 6.679166078567505ms
Info 430  [09:42:31.561] Different program with same set of files
Info 431  [09:42:31.562] getCompletionData: Get current token: 0.012958049774169922
Info 432  [09:42:31.562] getCompletionData: Is inside comment: 0.03679180145263672
Info 433  [09:42:31.562] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 434  [09:42:31.568] getCompletionData: Get current token: 0.01016688346862793
Info 435  [09:42:31.568] getCompletionData: Is inside comment: 0.027374982833862305
Info 436  [09:42:31.568] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 437  [09:42:31.570] getCompletionData: Get current token: 0.008167028427124023
Info 438  [09:42:31.570] getCompletionData: Is inside comment: 0.024625062942504883
Info 439  [09:42:31.570] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 440  [09:42:31.571] getCompletionData: Get current token: 0.00787496566772461
Info 441  [09:42:31.572] getCompletionData: Is inside comment: 0.023833036422729492
Info 442  [09:42:31.572] Returning an empty list because completion was inside a regular comment or plain text part of a JsDoc comment.
Info 443  [09:42:32.332] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 444  [09:42:32.340] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 7.994582891464233ms
Info 445  [09:42:32.340] Different program with same set of files
